"ID","Region","File_Path","biomass|b","abundance","spawning biomass|sb","spawning stock biomass|ssb","spawning output","spawning stock output|sso","mature biomass","spawners","effective spawning output","unfished","virgin","initial equilibrium","unfished equilibrium","recruitment","recruits","recruit","age 0 fish","age 1 fish","catch","total mortality","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort","fishing success","landings","retained catch","spawner per recruit|spr","spawning potential ratio|spr","maximum sustainable yield|msy","instantaneous total mortality rate|z","fishing mortality|f","instantaneous fishing mortality rate","harvest rate","exploitation rate","finite fishing mortality","apical f","fishing mortality at maximum sustainable yield|fmsy","mass","weight","length composition","length frequency","length observation","size frequency","size composition","age composition","age frequency","age observation","projection","forecast","prediction","sex","gender","natural log of unfished recruitment|lnr0","logr0","logr_0","log(r0)","r0","plus group"
"60","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2020_ALB_ENG.pdf",595,31,0,0,0,1,0,0,0,1,0,0,1,4,1,0,0,0,101,0,6,0,189,0,1,0,0,1,0,0,0,149,52,886,0,1,0,0,0,58,0,33,1,0,0,5,2,1,0,0,6,3,4,6,0,0,0,0,0,0,0
"61","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2021_WBFT_SA_ENG.pdf",71,10,16,19,0,0,0,0,0,6,0,4,0,43,1,0,0,3,21,0,0,0,4,0,1,0,0,0,0,0,0,0,11,226,0,0,0,0,1,0,0,0,7,0,0,0,8,2,0,0,4,0,0,0,0,3,0,0,0,4,0
"62","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Atl_Blacknose_SAR.pdf",501,184,30,11,0,1,0,4,0,1,42,0,0,34,7,2,0,0,418,4,35,1,296,8,9,0,0,144,0,2,4,302,23,4053,0,0,1,0,5,185,0,91,0,2,0,0,0,4,6,0,38,0,3,15,0,0,0,0,0,16,1
"63","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/B-8a-Gray_triggerfish_interim_9102020.pdf",6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,0,3,0,0,5,0,0,0,0,0,114,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"64","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Dusky_update_report_2016.pdf",41,33,0,2,0,0,0,1,0,6,15,0,6,21,2,5,0,0,21,0,0,5,5,0,0,0,0,12,0,2,2,59,2,523,1,0,0,0,8,30,1,10,2,0,0,0,0,1,0,0,6,0,0,3,0,0,0,0,0,5,1
"65","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/KGM_GOM_SA_08282020_final-revision_3.pdf",126,18,34,71,5,0,0,0,0,11,15,0,1,35,2,0,4,0,25,0,5,3,8,0,7,0,0,76,19,0,0,5,0,622,0,1,4,0,0,2,0,4,13,0,0,0,0,2,0,0,1,1,0,5,2,1,0,0,0,9,0
"66","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S23_SAR_complete_and_final.pdf",353,101,107,118,0,1,0,4,0,4,5,0,0,27,2,0,0,0,112,11,77,1,11,1,3,0,0,205,0,323,326,59,24,3142,0,0,2,0,0,29,0,38,0,1,0,3,0,0,10,0,43,0,2,14,0,0,0,0,0,0,0
"67","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S28UpdateSAR_V2.pdf",152,23,55,75,2,0,0,1,0,4,26,1,0,64,11,7,1,0,24,0,18,1,26,0,0,0,0,98,1,20,20,2,0,1106,1,15,5,0,0,1,0,21,31,0,0,0,3,22,0,0,6,2,0,4,0,6,0,0,0,5,2
"68","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S34_ATSH_SAR.pdf",131,146,3,2,0,0,0,4,0,1,40,0,0,28,2,3,0,0,175,3,23,1,51,3,1,0,0,38,0,2,3,316,19,1900,0,0,1,0,0,224,0,54,1,3,0,0,3,1,5,0,109,0,2,6,0,0,0,0,0,27,0
"69","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S51_FINAL_SAR_0.pdf",271,106,54,77,3,4,1,0,0,3,12,1,0,75,10,2,0,1,102,4,11,0,44,4,9,1,0,309,0,23,27,34,53,3638,0,1,3,0,0,14,0,65,41,8,0,0,35,6,1,0,25,3,1,10,10,4,0,0,0,14,0
"70","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S52_Final_SAR_v2.pdf",259,80,79,90,13,4,0,7,0,7,25,0,0,154,28,14,0,0,71,3,25,1,78,1,1,0,0,84,24,41,48,37,108,2912,0,14,2,0,0,8,0,17,10,18,0,0,7,92,22,0,17,7,1,0,2,2,0,0,0,0,2
"71","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S57_Final_SAR.pdf",145,46,24,13,31,0,0,0,0,28,38,6,6,40,11,10,0,0,55,1,29,1,23,0,4,0,0,193,0,16,17,45,58,1259,0,10,2,0,0,20,0,25,46,44,0,7,2,0,0,0,8,0,1,11,0,0,10,0,10,45,1
"72","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S64_SAR_FINAL.pdf",395,78,69,125,0,0,0,1,0,28,21,6,1,136,9,2,0,3,120,5,36,0,81,3,7,0,0,320,18,85,96,47,81,2975,2,1,0,0,0,23,1,78,70,15,0,0,2,18,0,0,17,2,4,34,2,24,0,0,0,2,3
"73","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S67_Final_SAR.pdf",224,44,108,131,6,0,0,1,0,3,26,0,0,114,8,12,0,0,105,1,32,1,89,4,1,0,0,144,0,45,47,65,29,2069,0,11,1,0,0,31,0,29,31,4,0,0,5,50,5,0,16,18,1,8,2,5,0,0,0,5,1
"74","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S72_SAR_FINAL.pdf",495,43,218,227,1,0,0,0,0,6,25,5,0,83,9,8,0,0,53,2,34,0,64,2,1,0,0,169,9,5,6,42,93,2905,0,17,20,0,1,20,0,98,60,0,0,0,9,30,0,1,13,1,1,15,0,10,0,0,0,5,4
"75","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SA BSB 2018.pdf",336,65,76,50,0,0,1,5,0,8,1,0,0,49,18,18,0,0,29,2,18,0,9,0,13,2,0,145,0,5,12,230,5,1166,2,0,0,0,6,103,0,65,6,0,0,0,1,5,0,0,37,0,2,3,0,0,1,0,1,6,1
"76","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR_60_SA_Red_Porgy_SAR_4.9.2020.pdf",427,55,106,101,0,0,2,3,0,9,4,0,0,57,45,18,0,0,33,3,33,2,6,1,10,1,0,193,0,10,19,257,13,1361,2,0,0,0,4,118,0,55,13,1,0,0,1,19,0,0,42,0,3,6,0,0,2,0,2,15,1
"77","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR65_FullSAR_12.8.2020_V3.pdf",298,150,13,2,0,0,0,0,0,13,1,17,11,154,24,23,0,0,302,3,30,0,79,0,11,0,0,125,0,3,4,318,53,3062,0,0,0,0,0,263,1,84,169,4,0,0,7,1,0,0,166,35,3,49,0,12,0,0,0,9,0
"78","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SMA_ASS_ENG.pdf",138,15,6,3,1,0,1,0,0,4,0,0,1,10,4,1,0,0,136,0,9,0,69,0,1,0,0,11,0,0,0,249,12,523,0,8,1,0,0,49,0,12,16,2,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,4,0
"79","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/agenda-item-d-3.pdf",240,41,44,47,0,3,0,1,0,1,2,4,0,76,10,1,1,3,52,0,32,0,6,0,10,0,0,53,0,12,12,11,32,882,0,1,6,0,2,3,0,15,2,0,0,0,0,13,0,0,1,27,1,14,2,8,0,0,0,0,0
"80","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SAC-11-07-MTG_Yellowfin tuna benchmark assessment 2019.pdf",96,81,46,0,0,1,0,0,0,2,16,1,0,47,2,2,0,0,81,0,5,0,18,3,34,0,0,0,10,0,0,52,4,872,0,0,0,0,0,18,1,8,16,5,0,0,7,0,1,0,2,0,1,4,0,6,0,0,0,4,0
"81","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SC14-SA-WP-11 ISC18 Shortfin Mako Stock Assessment.pdf",32,107,6,2,1,4,0,0,0,21,16,18,0,79,3,7,0,0,163,0,4,0,110,0,0,0,0,2,0,31,33,99,15,751,0,1,0,0,0,4,0,9,18,2,0,1,12,0,0,0,3,14,0,12,1,1,11,0,11,12,4
"Sum",NA,NA,14894,3245,3271,1711,920,73,33,70,1,839,372,83,90,4253,462,287,11,17,9245,180,1672,67,2974,145,334,6,3,4641,210,1618,1768,4164,1203,89016,10,466,332,0,27,1442,40,1756,1179,242,4,33,336,706,83,2,775,288,98,611,132,258,55,0,55,357,48
