"ID","Region","File_Path","biomass|b","abundance","spawning biomass|sb","spawning stock biomass|ssb","spawning output","spawning stock output|sso","mature biomass","spawners","effective spawning output","unfished","virgin","initial equilibrium","unfished equilibrium","recruitment","recruits","recruit","age 0 fish","age 1 fish","catch","total mortality","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort","fishing success","landings","retained catch","spawner per recruit|spr","spawning potential ratio|spr","maximum sustainable yield|msy","instantaneous total mortality rate|z","fishing mortality|f","instantaneous fishing mortality rate","harvest rate","exploitation rate","finite fishing mortality","apical f","fishing mortality at maximum sustainable yield|fmsy","mass","weight","length composition","length frequency","length observation","size frequency","size composition","age composition","age frequency","age observation","projection","forecast","prediction","sex","gender","natural log of unfished recruitment|lnr0","logr0","logr_0","log(r0)","r0","plus group"
"57","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Blue-Deacon_Assessment_2017_Final.pdf",0.04,0.02,0,0,0.02,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0.06,0,0.01,0,0.02,0,0,0,0,0.03,0,0.01,0.01,0.01,0.01,0.47,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"58","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/c-6-attachment-1-full-assessment-electronic-only-status-of-lingcod-ophiodon-elongatus-along-the-northern-u-s-west-coast-in-2021.pdf",0.04,0.01,0.02,0.01,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0.05,0,0,0,0.01,0,0,0,0,0.05,0,0.01,0.01,0.01,0,0.45,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"59","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Cabezon-2019_FINAL.pdf",0.08,0.01,0.03,0,0.02,0,0,0,0,0.01,0,0,0,0.05,0,0,0,0,0.06,0,0.01,0,0.01,0,0,0,0,0.02,0,0.02,0.03,0.01,0,0.39,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"60","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/California Scorpionfish.pdf",0.04,0.02,0.02,0,0,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0.08,0,0.01,0,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01,0.46,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"61","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/dover_sole_december_2021_final.pdf",0.08,0.02,0.04,0,0,0,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0.02,0,0.01,0,0,0,0.01,0,0,0.03,0,0.01,0.01,0.01,0,0.49,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"62","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/g-5-attachment-3-draft-full-assessment-of-status-of-the-pacific-spiny-dogfish-shark-resource-off-the-continental-u-s-pacific-coast-in-2021-electronic-only.pdf",0.02,0.01,0,0,0.04,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0.08,0,0.01,0,0,0,0,0,0,0.05,0,0.02,0.02,0.01,0,0.64,0,0,0.01,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Gopher_BlackandYellow_Assessment_2019-1.pdf",0.04,0.02,0,0,0.01,0,0,0,0,0.01,0,0,0,0.04,0,0,0,0,0.1,0.01,0.01,0,0,0,0.01,0,0,0.04,0,0.01,0.01,0,0,0.54,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/hake-assessment-post-srg-final_20210303.pdf",0.09,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0.02,0,0,0,0,0,0,0.01,0,0.01,0.02,0.01,0,0.39,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0
"65","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Longnose skate 2019_FINAL.pdf",0.07,0.01,0.03,0,0.01,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.07,0,0.02,0.02,0.01,0,0.52,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"66","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/PacificOceanPerch2017_Assessment_Final.pdf",0.03,0.02,0,0,0.04,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0.04,0,0.01,0,0.01,0,0.01,0,0,0.03,0,0.01,0.01,0,0,0.47,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"67","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/sablefish_20191022.pdf",0.07,0.02,0.02,0,0,0,0,0,0,0.01,0,0,0,0.08,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0.02,0,0.01,0.01,0,0.01,0.5,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/WidowAssessment2015.pdf",0.03,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.05,0,0.01,0.01,0,0,0.26,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Yelloweye rockfish 2017.pdf",0.04,0.02,0,0,0.03,0,0,0,0,0.01,0,0,0,0.03,0.01,0,0,0,0.07,0,0,0,0.01,0,0,0,0,0.02,0,0.02,0.02,0.01,0,0.5,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Yellowtail rockfish 2017.pdf",0.04,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.05,0,0.01,0,0.01,0,0,0,0,0.02,0,0.01,0.01,0,0,0.48,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/NMFS-PIFSC-60.pdf",0.08,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.09,0.1,0,0.01,0.45,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_17252_DS1.pdf",0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.03,0,0.08,0,0,0,0,0,0,0,0,0.07,0,0.5,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_20062_DS1.pdf",0.11,0.03,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.11,0.12,0,0.01,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_21164_DS1.pdf",0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.08,0,0.07,0,0,0,0,0,0,0,0,0.19,0,0.56,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"75","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SA-WP-06-[SP-alb-assessment] Rev 1.pdf",0.12,0,0.07,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.05,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0.01,0.65,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC14-SA-WP-08 Silky shark stock assessment (1).pdf",0.05,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.1,0,0,0,0.1,0.02,0,0,0,0,0,0,0,0.01,0.01,0.48,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"77","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-05 SKJ-Assessment REV2 (1).pdf",0.15,0.01,0.09,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.03,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0.71,0,0,0,0,0,0.02,0,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-06 Oceanic whitetip shark_assessment.pdf",0.08,0.01,0.06,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.12,0,0,0,0.03,0,0,0,0,0,0,0,0,0.05,0,0.62,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"79","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/05.-Traditional-Interim-assessment-report-RS-002-1.pdf",0.02,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.7,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/08b.-SEDAR61_2021IA_Final.pdf",0.01,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.04,0,0,0,0.05,0,0,0.03,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"81","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2019_WHM_SA_ENG.pdf",0.08,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.06,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0.09,0.01,0.56,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0
"82","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2020_ALB_ENG.pdf",0.3,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.09,0,0,0,0,0,0,0,0,0.07,0.03,0.44,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2021_WBFT_SA_ENG.pdf",0.12,0.02,0.03,0.03,0,0,0,0,0,0.01,0,0.01,0,0.07,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0.37,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0
"84","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Atl_Blacknose_SAR.pdf",0.07,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0,0,0.04,0,0,0,0,0.02,0,0,0,0.04,0,0.56,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"85","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/B-8a-Gray_triggerfish_interim_9102020.pdf",0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.03,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"86","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Dusky_update_report_2016.pdf",0.05,0.04,0,0,0,0,0,0,0,0.01,0.02,0,0.01,0.03,0,0.01,0,0,0.03,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0.07,0,0.64,0,0,0,0,0.01,0.04,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0
"87","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/KGM_GOM_SA_08282020_final-revision_3.pdf",0.15,0.02,0.04,0.08,0.01,0,0,0,0,0.01,0.02,0,0,0.04,0,0,0,0,0.03,0,0.01,0,0.01,0,0.01,0,0,0.09,0.02,0,0,0.01,0,0.73,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0
"88","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S23_SAR_complete_and_final.pdf",0.08,0.02,0.02,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0.05,0,0.07,0.07,0.01,0.01,0.7,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"89","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S28UpdateSAR_V2.pdf",0.09,0.01,0.03,0.05,0,0,0,0,0,0,0.02,0,0,0.04,0.01,0,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0.06,0,0.01,0.01,0,0,0.68,0,0.01,0,0,0,0,0,0.01,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S34_ATSH_SAR.pdf",0.03,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.04,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0.07,0,0.44,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0
"91","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S51_FINAL_SAR_0.pdf",0.05,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0.06,0,0,0.01,0.01,0.01,0.69,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S52_Final_SAR_v2.pdf",0.04,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0.01,0.01,0.02,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S57_Final_SAR.pdf",0.05,0.02,0.01,0,0.01,0,0,0,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02,0,0.01,0,0.01,0,0,0,0,0.07,0,0.01,0.01,0.02,0.02,0.47,0,0,0,0,0,0.01,0,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"94","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S64_SAR_FINAL.pdf",0.06,0.01,0.01,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0.01,0,0.01,0,0,0,0,0.05,0,0.01,0.01,0.01,0.01,0.43,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S67_Final_SAR.pdf",0.06,0.01,0.03,0.04,0,0,0,0,0,0,0.01,0,0,0.03,0,0,0,0,0.03,0,0.01,0,0.03,0,0,0,0,0.04,0,0.01,0.01,0.02,0.01,0.58,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"96","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S72_SAR_FINAL.pdf",0.13,0.01,0.06,0.06,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0.04,0,0,0,0.01,0.02,0.77,0,0,0.01,0,0,0.01,0,0.03,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SA BSB 2018.pdf",0.12,0.02,0.03,0.02,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0.08,0,0.43,0,0,0,0,0,0.04,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"98","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR_60_SA_Red_Porgy_SAR_4.9.2020.pdf",0.14,0.02,0.04,0.03,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0,0,0,0.06,0,0,0.01,0.09,0,0.45,0,0,0,0,0,0.04,0,0.02,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"99","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR65_FullSAR_12.8.2020_V3.pdf",0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.04,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0.05,0.01,0.43,0,0,0,0,0,0.04,0,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0
"100","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SMA_ASS_ENG.pdf",0.12,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.12,0,0.01,0,0.06,0,0,0,0,0.01,0,0,0,0.22,0.01,0.46,0,0.01,0,0,0,0.04,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/agenda-item-d-3.pdf",0.11,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0.02,0,0.01,0.01,0,0.01,0.39,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0
"102","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SAC-11-07-MTG_Yellowfin tuna benchmark assessment 2019.pdf",0.06,0.05,0.03,0,0,0,0,0,0,0,0.01,0,0,0.03,0,0,0,0,0.05,0,0,0,0.01,0,0.02,0,0,0,0.01,0,0,0.03,0,0.58,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SC14-SA-WP-11 ISC18 Shortfin Mako Stock Assessment.pdf",0.02,0.07,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.05,0,0,0,0,0.1,0,0,0,0.07,0,0,0,0,0,0,0.02,0.02,0.06,0.01,0.48,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0.01,0.01,0
"Sum",NA,NA,11.2,2.03,2.31,1.79,0.29,0,0.03,0,0,0.39,0.14,0.02,0.01,2.63,0.15,0.11,0,0.03,8.31,0.03,1.23,0.03,1.65,0.21,0.18,0,0,2.69,0.12,0.6,0.68,2.73,0.55,55.1,0,0.13,0.38,0,0.01,0.92,0.02,0.99,0.43,0.1,0,0.01,0.17,0.23,0,0,0.47,0.11,0.03,0.26,0.03,0.05,0.01,0,0.01,0.1,0.02
